"TrackNum2_primary","n"
"1900953",24
"1900954",3
"1900955",24
"1900956",23
"1900957",3
"1900958",3
"1900959",23
"1900961",23
"1900963",3
"1900965",23
"1900967",13
"1900969",23
"1900970",23
"1900971",23
"1900974",24
"1900978",3
"1900979",23
"1900980",23
"1900981",23
"1900983",23
"1900985",3
"1900986",23
"1900987",3
"1900988",29
"1900992",23
"1900995",23
"1900998",5
"1900999",9
"1901000",23
"1901001",9
"1901002",3
"1901003",23
"1901004",23
"1901006",8
"1901010",8
"1901011",23
"1901012",24
"1901014",8
"1901015",28
"1901016",8
"1901017",9
"1901019",27
"1901021",23
"1901026",32
"1901028",23
"1901029",8
"1901030",9
"1901034",23
"1901035",23
"1901037",23
"1901040",23
"1901042",9
"1901044",23
"1901046",23
"1901048",23
"1901052",23
"1901063",23
"1901071",8
"1901073",23
"1901074",23
"1901077",3
"1901078",23
"1901080",23
"1901083",23
"1901086",23
"1901087",25
"1901088",23
"1901089",3
"1901091",24
"1901092",3
"1901093",2
"1901094",23
"1901095",23
"1901097",23
"1901098",23
"1901101",2
"1901103",23
"1901104",3
"1901105",28
"1901111",23
"1901112",29
"1901116",23
"1901119",9
"1901121",23
"1901123",29
"1901124",23
"1901125",23
"1901128",23
"1901129",3
"1901130",10
"1901131",8
"1901132",23
"1901134",4
"1901135",9
"1901136",23
"1901137",23
"1901140",23
"1901143",23
"1901150",23
"1901151",23
"1901154",23
"1901156",24
"1901157",23
"1901159",9
"1901160",9
"1901164",9
"1901166",9
"1901167",9
"1901168",23
"1901169",23
"1901170",29
"1901171",28
"1901173",23
"1901175",9
"1901177",23
"1901182",24
"1901183",3
"1901184",23
"1901186",29
"1901187",23
"1901189",23
"1901190",9
"1901191",23
"1901192",23
"1901197",23
"1901198",23
"1901199",23
"1901203",3
"1901205",3
"1901207",23
"1901208",23
"1901209",9
"1901210",1
"1901212",23
"1901213",24
"1901214",28
"1901215",9
"1901216",21
"1901223",3
"1901224",11
"1901230",23
"1901231",9
"1901232",23
"1901233",24
"1901235",23
"1901240",27
"1901241",9
"1901242",3
"1901244",9
"1901248",26
"1901252",23
"1901254",10
"1901255",9
"1901266",3
"1901267",9
"1901272",9
"1901278",9
"1901281",23
"1901284",23
"1901286",24
"1901287",23
"1901288",23
"1901292",23
"1901293",23
"1901296",3
"1901297",3
"1901300",28
"1901304",23
"1901306",24
"1901309",10
"1901311",11
"1901314",30
"1901315",1
"1901318",28
"1901321",9
"1901333",9
"1901337",1
"1901338",23
"1901339",3
"1901343",9
"1901346",24
"1901348",24
"1901351",9
"1901353",9
"1901355",23
"1901357",24
"1901359",36
"1901361",9
"1901362",3
"1901363",1
"1901367",23
"1901370",35
"1901373",25
"1901376",3
"1901377",28
"1901379",9
"1901387",23
"1901389",2
"1901390",10
"1901392",23
"1901394",9
"1901401",23
"1901405",9
"1901406",9
"1901409",23
"1901411",23
"1901416",26
"1901417",29
"1901420",2
"1901424",8
"1901425",11
"1901428",9
"1901431",9
"1901433",9
"1901434",2
"1901436",36
"1901439",23
"1901440",24
"1901442",10
"1901443",24
"1901446",3
"1901447",9
"1901449",9
"1901450",27
"1901451",10
"1901452",24
"1901453",23
"1901454",23
"1901458",9
"1901459",8
"1901460",9
"1901463",24
"1901464",2
"1901465",31
"1901466",9
"1901468",9
"1901469",22
"1901470",9
"1901471",9
"1901472",3
"1901473",21
"1901479",29
"1901481",9
"1901482",32
"1901483",9
"1901486",23
"1901488",11
"1901489",3
"1901490",10
"1901492",28
"1901494",9
"1901495",28
"1901497",15
"1901500",24
"1901502",11
"1901504",3
"1901507",24
"1901508",9
"1901510",24
"1901511",28
"1901512",3
"1901514",9
"1901515",30
"1901518",8
"1901520",3
"1901523",23
"1901524",9
"1901525",23
"1901527",3
"1901529",26
"1901530",8
"1901531",9
"1901532",8
"1901533",8
"1901534",25
"1901535",23
"1901536",24
"1901537",23
"1901538",23
"1901539",9
"1901540",25
"1901541",9
"1901542",24
"1901544",3
"1901546",2
"1901547",23
"1901549",24
"1901550",8
"1901553",9
"1901557",8
"1901559",25
"1901561",23
"1901562",23
"1901563",23
"1901564",9
"1901565",21
"1901566",23
"1901568",28
"1901569",29
"1901570",9
"1901572",8
"1901574",23
"1901575",8
"1901576",28
"1901577",9
"1901579",9
"1901580",23
"1901581",29
"1901582",23
"1901583",28
"1901584",9
"1901585",26
"1901590",9
"1901593",23
"1901595",9
"1901596",23
"1901597",23
"1901602",10
"1901604",23
"1901606",23
"1901609",23
"1901610",9
"1901612",9
"1901615",23
"1901617",5
"1901620",23
"1901622",23
"1901623",8
"1901626",23
"1901628",24
"1901629",25
"1901631",23
"1901633",29
"1901634",9
"1901635",23
"1901639",21
"1901641",8
"1901642",10
"1901645",21
"1901649",23
"1901651",5
"1901652",23
"1901655",23
"1901656",28
"1901658",21
"1901660",23
"1901661",23
"1901662",23
"1901664",28
"1901666",22
"1901667",23
"1901668",23
"1901670",23
"1901672",23
"1901674",23
"1901676",23
"1901680",23
"1901682",29
"1901683",18
"1901684",8
"1901686",23
"1901687",28
"1901688",23
"1901690",23
"1901692",23
"1901693",33
"1901695",23
"1901697",23
"1901698",23
"1901699",24
"1901701",9
"1901702",24
"1901705",23
"1901706",29
"1901707",9
"1901710",23
"1901713",25
"1901714",23
"1901715",9
"1901716",23
"1901719",23
"1901721",24
"1901724",24
"1901725",23
"1901726",23
"1901728",23
"1901729",24
"1901732",8
"1901733",23
"1901735",25
"1901736",8
"1901737",23
"1901739",8
"1901740",8
"1901747",23
"1901748",9
"1901749",33
"1901750",12
"1901751",9
"1901752",23
"1901753",23
"1901754",23
"1901755",28
"1901757",23
"1901758",32
"1901761",4
"1901764",23
"1901767",23
"1901769",28
"1901772",25
"1901773",9
"1901774",23
"1901775",26
"1901780",23
"1901781",9
"1901782",9
"1901783",23
"1901784",26
"1901785",23
"1901786",23
"1901787",23
"1901791",23
"1901793",23
"1901794",36
"1901795",26
"1901796",23
"1901797",24
"1901798",9
"1901800",3
"1901801",23
"1901802",23
"1901804",3
"1901807",25
"1901810",23
"1901811",9
"1901812",9
"1901813",9
"1901814",28
"1901815",23
"1901819",3
"1901820",3
"1901821",5
"1901824",28
"1901825",23
"1901826",9
"1901831",9
"1901832",9
"1901833",9
"1901835",23
"1901836",23
"1901837",21
"1901838",8
"1901839",23
"1901840",9
"1901841",23
"1901842",3
"1901845",29
"1901846",24
"1901847",23
"1901850",9
"1901853",9
"1901854",26
"1901856",8
"1901858",3
"1901860",21
"1901862",3
"1901865",21
"1901866",23
"1901869",12
"1901870",9
"1901874",21
"1901875",28
"1901876",9
"1901878",21
"1901879",21
"1901883",23
"1901886",23
"1901887",23
"1901889",28
"1901893",25
"1901894",23
"1901895",23
"1901897",23
"1901898",23
"1901899",9
"1901901",24
"1901902",23
"1901903",23
"1901906",28
"1901907",23
"1901910",10
"1901911",2
"1901913",30
"1901914",23
"1901919",9
"1901923",8
"1901929",23
"1901930",21
"1901933",26
"1901934",23
"1901938",28
"1901939",25
"1901940",9
"1901941",21
"1901943",11
"1901945",21
"1901948",3
"1901950",9
"1901951",23
"1901952",3
"1901953",23
"1901954",24
"1901957",23
"1901960",3
"1901961",3
"1901963",2
"1901965",9
"1901966",23
"1901972",24
"1901974",23
"1901975",23
"1901977",23
"1901982",9
"1901983",25
"1901984",6
"1901988",8
"1901989",25
"1901990",9
"1901994",5
"1901995",23
"1901996",6
"1901997",23
"1901999",23
"1902069",9
"1902073",3
"1902077",9
"1910046",9
"1910047",23
"1910048",23
"1910049",3
"1910050",27
"1910051",27
"1910052",9
"1910053",24
"1910054",24
"1910057",24
"1910058",25
"1910065",21
"1910066",23
"1910069",21
"1910077",24
"1910115",35
"1910116",7
"1910117",34
"1910118",9
"1910119",9
"1910120",9
"1910121",24
"1910122",9
"1910123",9
"1910124",9
"1910125",28
"1910126",9
"1910127",29
"1910128",2
"1910129",23
"1910133",24
"2000002",9
"2000006",5
"2000009",9
"2000012",3
"2000013",23
"2000016",23
"2000019",9
"2000021",3
"2000022",23
"2000024",23
"2000027",23
"2000029",3
"2000032",9
"2000037",22
"2000039",3
"2000040",7
"2000041",25
"2000044",23
"2000046",9
"2000047",24
"2000048",32
"2000051",9
"2000052",30
"2000053",9
"2000058",23
"2000061",29
"2000064",28
"2000071",3
"2000072",10
"2000077",24
"2000085",9
"2000086",29
"2000087",23
"2000088",9
"2000090",23
"2000091",23
"2000092",3
"2000094",23
"2000098",8
"2000100",9
"2000103",23
"2000105",25
"2000106",23
"2000107",23
"2000110",23
"2000113",11
"2000114",9
"2000115",9
"2000117",9
"2000120",3
"2000121",9
"2000122",23
"2000123",29
"2000130",9
"2000131",28
"2000133",9
"2000135",8
"2000141",9
"2000143",24
"2000145",9
"2000146",23
"2000147",23
"2000151",29
"2000152",9
"2000153",11
"2000154",23
"2000155",23
"2000162",9
"2000167",26
"2000168",23
"2000169",9
"2000170",3
"2000174",23
"2000175",23
"2000178",3
"2000182",3
"2000184",23
"2000186",21
"2000188",7
"2000189",24
"2000191",23
"2000194",25
"2000195",23
"2000196",28
"2000198",23
"2000199",23
"2000200",8
"2000205",23
"2000206",3
"2000207",23
"2000209",23
"2000210",9
"2000212",9
"2000214",23
"2000218",4
"2000221",28
"2000223",3
"2000226",23
"2000227",3
"2000231",28
"2000232",3
"2000234",24
"2000235",9
"2000236",24
"2000237",23
"2000238",25
"2000244",23
"2000245",9
"2000247",25
"2000248",23
"2000249",27
"2000254",24
"2000256",23
"2000257",23
"2000258",9
"2000261",35
"2000263",23
"2000264",35
"2000266",3
"2000268",23
"2000275",9
"2000276",23
"2000277",24
"2000281",9
"2000285",9
"2000288",23
"2000289",9
"2000292",36
"2000293",3
"2000294",9
"2000297",9
"2000299",9
"2000300",23
"2000301",26
"2000304",24
"2000306",28
"2000308",23
"2000309",9
"2000310",9
"2000312",24
"2000316",23
"2000319",9
"2000324",10
"2000325",23
"2000327",9
"2000329",23
"2000333",23
"2000335",29
"2000336",23
"2000337",9
"2000341",23
"2000342",23
"2000345",28
"2000348",28
"2000352",9
"2000356",10
"2000357",24
"2000359",23
"2000364",29
"2000365",10
"2000366",28
"2000367",9
"2000368",27
"2000372",9
"2000373",9
"2000376",26
"2000377",21
"2000378",28
"2000380",9
"2000381",23
"2000382",34
"2000383",9
"2000385",23
"2000386",23
"2000390",23
"2000392",23
"2000393",29
"2000394",36
"2000397",23
"2000402",21
"2000403",3
"2000407",10
"2000409",24
"2000411",3
"2000413",29
"2000417",8
"2000421",23
"2000422",8
"2000426",3
"2000427",8
"2000430",23
"2000432",9
"2000434",3
"2000435",29
"2000436",23
"2000437",24
"2000438",8
"2000439",36
"2000443",23
"2000445",12
"2000447",34
"2000458",9
"2000459",28
"2000466",26
"2000468",23
"2000469",26
"2000471",30
"2000472",23
"2000473",9
"2000475",23
"2000478",9
"2000479",9
"2000480",23
"2000493",9
"2000508",9
"2000512",23
"2000515",23
"2000516",23
"2000517",29
"2000521",11
"2000525",9
"2000529",23
"2000537",23
"2000541",23
"2000545",29
"2000549",3
"2000557",8
"2000563",23
"2000564",8
"2000566",3
"2000568",23
"2000569",25
"2000570",9
"2000572",23
"2000573",23
"2000575",9
"2000576",9
"2000577",24
"2000578",23
"2000580",25
"2000581",23
"2000585",2
"2000586",25
"2000588",3
"2000589",9
"2000597",23
"2000600",13
"2000601",10
"2000606",3
"2000610",23
"2000613",3
"2000614",29
"2000617",28
"2000618",23
"2000622",23
"2000626",25
"2000628",29
"2000630",23
"2000632",23
"2000637",23
"2000640",23
"2000645",28
"2000646",10
"2000647",23
"2000653",21
"2000654",24
"2000659",28
"2000660",23
"2000666",24
"2000669",28
"2000672",23
"2000673",35
"2000675",9
"2000676",23
"2000681",8
"2000684",29
"2000685",24
"2000686",24
"2000689",8
"2000692",23
"2000694",21
"2000698",21
"2000700",3
"2000707",23
"2000709",23
"2000710",11
"2000711",23
"2000714",22
"2000716",25
"2000717",3
"2000718",5
"2000719",23
"2000720",9
"2000727",24
"2000733",25
"2000736",3
"2000737",21
"2000739",31
"2000741",11
"2000743",9
"2000744",28
"2000745",26
"2000747",24
"2000748",9
"2000750",9
"2000753",24
"2000754",23
"2000755",23
"2000757",21
"2000764",25
"2000765",9
"2000768",23
"2000770",4
"2000776",23
"2000782",10
"2000787",37
"2000788",9
"2000791",9
"2000792",8
"2000797",2
"2000798",23
"2000800",3
"2024-02-07a",27
"2024-09-27a",33
"2024-09-27b",23
"2100004",23
"2100010",24
"2100019",3
"2100020",29
"2100026",2
"2100027",3
"2100030",28
"2100032",3
"2100062",23
"2100064",23
"2100074",9
"2100076",9
"2100078",9
"2100080",26
"2100081",25
"2100084",28
"2100085",3
"2100086",23
"2100090",9
"2100094",9
"2100096",23
"2100097",9
"2100098",9
"2100100",23
"2100104",9
"2100106",24
"2100108",23
"2100111",9
"2100113",3
"2100116",3
"2100119",8
"2100120",9
"2100121",8
"2100123",10
"2100124",29
"2100126",28
"2100127",27
"2100128",30
"2100131",9
"2100132",22
"2100135",35
"2100136",9
"2100138",26
"2100139",23
"2100140",23
"2100141",8
"2100143",9
"2100144",2
"2100145",9
"2100146",9
"2100147",23
"2100148",9
"2100150",24
"2100151",5
"2100152",24
"2100154",25
"2100156",23
"2100157",23
"2100158",23
"2100160",28
"2100202",3
"2100216",23
"2100218",23
"2100221",3
"2100225",25
"2100230",27
"2100231",24
"2100232",23
"2100276",8
"2100279",8
"2100282",9
"2100283",9
"2100285",3
"2100287",21
"2100289",35
"2100291",15
"2100295",23
"2100296",24
"2100302",26
"2100303",29
"2100305",5
"2100309",28
"2100311",24
"2100312",23
"2100315",9
"2100316",28
"2100317",23
"2100319",1
"2100324",23
"2100326",9
"2100332",24
"2100335",28
"2100336",26
"2100338",24
"2100339",23
"2100351",30
"2100352",23
"2100353",28
"2100354",3
"2100355",23
"2100356",23
"2100357",4
"2100360",27
"2100363",9
"2100364",23
"2100365",3
"2100367",31
"2100368",9
"2100369",28
"2100370",9
"2100371",29
"2100373",29
"2100375",23
"2100377",24
"2100378",23
"2100379",9
"2100380",3
"2100382",5
"2100383",35
"2100387",25
"2100390",23
"2100391",24
"2100394",31
"2100395",1
"2100397",23
"2100399",28
"2100401",28
"2100402",23
"2100404",35
"2100405",23
"2100406",30
"2100408",23
"2100412",21
"2100413",11
"2100419",21
"2100420",9
"2100422",23
"2100423",9
"2100424",9
"2100427",26
"2100429",29
"2100430",35
"2100435",9
"2100436",27
"2100446",9
"2100448",28
"2100451",9
"2100455",29
"2100459",24
"2100460",9
"2100463",29
"2100466",9
"2100467",21
"2100478",23
"2100481",3
"2100485",3
"2100486",28
"2100489",1
"2100490",23
"2100491",22
"2100492",9
"2100493",11
"2100494",9
"2100496",15
"2100498",24
"2100499",11
"2100505",27
"2100509",9
"2100511",23
"2100512",10
"2100519",29
"2100521",9
"2100522",9
"2100524",21
"2100526",5
"2100537",8
"2100541",21
"2100544",24
"2100545",8
"2100549",8
"2100553",9
"2100554",23
"2100557",3
"2100562",30
"2100570",8
"2100573",25
"2100576",8
"2100581",9
"2100582",24
"2100585",8
"2100592",8
"2100594",23
"2100597",9
"2100599",24
"2100606",23
"2100609",29
"2100610",3
"2100612",3
"2100615",2
"2100620",24
"2100621",8
"2100623",21
"2100625",8
"2100629",23
"2100631",23
"2100633",24
"2100634",23
"2100635",9
"2100639",23
"2100640",29
"2100642",8
"2100643",8
"2100646",29
"2100650",5
"2100654",23
"2100655",5
"2100656",3
"2100657",23
"2100658",5
"2100670",23
"2100675",23
"2100683",24
"2100684",9
"2100690",31
"2100702",36
"2100705",29
"2100706",24
"2100716",28
"2100718",29
"2100719",28
"2100720",14
"2100721",28
"2100722",3
"2100723",14
"2100724",29
"2100727",28
"2100729",36
"2100730",5
"2100731",9
"2100750",5
"2100760",5
"2100766",23
"2100773",24
"2100776",23
"2100790",23
"2100792",23
"2100796",23
"2100805",25
"2100806",9
"2100808",3
"2100809",3
"2100811",23
"2100812",3
"2100813",3
"2100814",4
"2100815",25
"2100816",3
"2100817",24
"2100819",28
"2100821",24
"2100823",28
"2100826",1
"2100827",28
"2100830",28
"2100832",23
"2100833",28
"2100835",5
"2100836",14
"2100837",29
"2100838",23
"2100839",3
"2100840",29
"2100841",23
"2100842",4
"2100843",9
"2100844",4
"2100846",9
"2100847",3
"2100848",23
"2100849",3
"2100868",8
"2100873",36
"2100876",29
"2100879",28
"2100881",9
"2100884",24
"2100885",24
"2100886",25
"2100907",24
"2100909",23
"2100911",9
"2100912",25
"2100918",25
"2100922",9
"2100930",34
"2100932",10
"2100933",31
"2100936",23
"2100939",28
"2100944",23
"2100946",35
"2100947",3
"2100954",23
"2100957",23
"2100964",24
"2100969",24
"2100972",9
"2100983",9
"2100986",9
"2100987",14
"2100989",28
"2100991",9
"2100992",28
"2100994",23
"2100996",9
"2100997",24
"2101000",28
"2101001",9
"2101002",3
"2101017",23
"2101026",23
"2110001",9
"2110002",9
"2110003",27
"2110004",28
"2110005",23
"2110006",24
"2110007",23
"2110008",8
"2110009",8
"2110010",8
"2110011",8
"2110012",8
"2200011",26
"2200026",23
"2200043",11
"2200053",3
"2200099",28
"2200101",4
"2200104",9
"2200105",11
"2200109",23
"2200112",23
"2200258",32
"2200263",9
"2200266",25
"2200271",9
"2200275",10
"2200282",11
"2200286",25
"2200287",24
"2200289",22
"2200290",9
"2200293",24
"2200294",24
"2200295",9
"2200296",24
"2200299",11
"2200300",12
"2200303",23
"2200304",11
"2200306",3
"2200318",23
"2200328",1
"2200329",24
"2200341",3
"2200342",9
"2200352",9
"2200357",23
"2200358",1
"2200360",24
"2200361",5
"2200363",5
"2200364",13
"2200366",11
"2200368",11
"2200369",11
"2200371",11
"2200372",24
"2200396",24
"2200398",24
"2200406",24
"2200409",9
"2200418",27
"2200419",23
"2200425",23
"2200432",3
"2200433",23
"2200435",26
"2200441",23
"2200442",23
"2200445",28
"2200448",3
"2200449",23
"2200455",23
"2200456",3
"2200457",4
"2200464",9
"2200466",25
"2200467",23
"2200468",23
"2200472",24
"2200473",26
"2200474",4
"2200477",6
"2200478",3
"2200479",23
"2200480",3
"2200481",23
"2200483",8
"2200485",8
"2200486",23
"2200488",23
"2200489",3
"2200490",9
"2200491",23
"2200492",8
"2200494",25
"2200496",26
"2200501",3
"2200503",24
"2200504",10
"2200507",25
"2200515",25
"2200518",3
"2200520",5
"2200523",24
"2200529",4
"2200530",8
"2200531",26
"2200532",11
"2200533",24
"2200534",11
"2200535",13
"2200546",10
"2200550",23
"2200560",22
"2200565",26
"2200577",23
"2200579",8
"2200584",9
"2200591",23
"2200592",23
"2200593",8
"2200598",23
"2200602",4
"2200603",23
"2200604",9
"2200605",6
"2200606",9
"2200607",9
"2200608",23
"2200610",3
"2200611",23
"2200614",10
"2200616",23
"2200622",24
"2200623",24
"2200630",23
"2200638",29
"2200640",25
"2200642",23
"2200645",29
"2200647",3
"2200648",27
"2200654",24
"2200655",10
"2200656",10
"2200658",24
"2200659",8
"2200660",3
"2200665",26
"2200677",23
"2200679",23
"2200681",23
"2200683",11
"2200684",9
"2200685",3
"2200686",3
"2200699",9
"2200700",3
"2200701",23
"2200704",5
"2200710",23
"2200711",8
"2200712",8
"2200717",25
"2200721",8
"2200723",26
"2200730",24
"2200736",26
"2200739",8
"2200745",23
"2200757",9
"2200759",26
"2200762",24
"2200768",9
"2200774",3
"2200776",3
"2200786",23
"2200787",3
"2200797",3
"2200798",35
"2200800",3
"2200806",8
"2200807",23
"2200813",25
"2200814",23
"2200816",24
"2200835",24
"2200836",9
"2200839",29
"2200846",27
"2200856",8
"2200857",8
"2200859",9
"2200863",3
"2200867",8
"2200868",8
"2200874",24
"2200877",27
"2200885",23
"2200889",25
"2200890",8
"2200892",24
"2200900",34
"2200907",24
"2200910",24
"2200911",24
"2200920",28
"2200924",23
"2200932",24
"2200934",23
"2200936",28
"2200967",5
"2200971",27
"2200973",13
"2200974",12
"2200976",3
"2200984",23
"2200987",3
"2200988",5
"2200992",23
"2200995",9
"2201001",24
"2201002",25
"2201005",5
"2201011",9
"2201014",8
"2201016",8
"2201018",26
"2201020",23
"2201022",9
"2201024",24
"2201026",3
"2201028",25
"2201032",9
"2201034",9
"2201036",24
"2201041",24
"2201042",23
"2201044",23
"2201045",36
"2201049",11
"2201050",23
"2201061",21
"2201062",27
"2201071",23
"2201074",23
"2201103",2
"2201115",23
"2201116",26
"2201117",9
"2201130",9
"2201131",23
"2201132",23
"2201134",7
"2201137",26
"2201142",3
"2201143",26
"2201145",9
"2201158",24
"2201159",11
"2201160",22
"2201162",24
"2201164",23
"2201165",9
"2201167",26
"2201180",28
"2201181",24
"2201183",24
"2201184",3
"2201195",24
"2201196",28
"2201200",23
"2201202",23
"2201210",8
"2201213",22
"2201215",25
"2201216",1
"2201218",24
"2201222",10
"2201223",25
"2201228",27
"2201232",23
"2201234",8
"2201237",2
"2201238",23
"2201239",3
"2201240",35
"2201245",23
"2201247",27
"2201249",3
"2201250",23
"2201252",23
"2201253",23
"2201255",25
"2201256",3
"2201257",3
"2201258",26
"2201260",3
"2201262",23
"2201263",24
"2201265",23
"2201267",23
"2201270",1
"2201275",27
"2201278",24
"2201284",23
"2201288",8
"2201292",21
"2201295",25
"2201296",23
"2201298",3
"2201299",26
"2201300",9
"2201303",9
"2201304",23
"2201305",23
"2201308",36
"2201311",3
"2201320",3
"2201325",24
"2201327",24
"2201333",24
"2201335",25
"2201337",24
"2201338",23
"2201340",25
"2201341",24
"2201342",23
"2201343",24
"2201346",9
"2201347",23
"2201350",25
"2201352",24
"2201358",24
"2201360",23
"2201361",3
"2201363",9
"2201367",23
"2201372",23
"2201373",26
"2201376",8
"2201379",25
"2201383",23
"2201386",24
"2201387",4
"2201389",22
"2201390",9
"2201392",3
"2201395",23
"2201397",31
"2201401",23
"2201405",23
"2201406",29
"2201407",23
"2201408",3
"2201410",25
"2201414",31
"2201422",8
"2201425",9
"2201428",23
"2201430",3
"2201432",9
"2201434",23
"2201437",9
"2201438",23
"2201439",26
"2201440",9
"2201454",29
"2201462",23
"2201463",3
"2201467",23
"2201468",23
"2201471",8
"2201472",35
"2201473",24
"2201475",23
"2201476",9
"2201477",9
"2201479",23
"2201480",23
"2201481",3
"2201483",24
"2201484",3
"2201485",9
"2201486",3
"2201489",3
"2201494",3
"2201495",9
"2201496",23
"2201503",35
"2201504",3
"2201505",23
"2201510",25
"2201514",24
"2201515",9
"2201516",25
"2201517",2
"2201520",23
"2201521",23
"2201526",23
"2201533",8
"2201538",8
"2201541",8
"2201542",24
"2201543",23
"2201550",23
"2201552",36
"2201555",9
"2201559",3
"2201564",23
"2201565",23
"2201571",23
"2201572",3
"2201579",23
"2201581",26
"2201587",23
"2201590",23
"2201592",9
"2201598",23
"2201599",9
"2201603",28
"2201604",23
"2201608",24
"2201610",7
"2201611",23
"2201612",25
"2201615",23
"2201622",11
"2201624",25
"2201628",21
"2201635",24
"2201643",25
"2201651",11
"2201652",3
"2201656",25
"2201657",25
"2201659",23
"2201660",25
"2201663",23
"2201664",3
"2201665",9
"2201666",61
"2201667",24
"2201670",9
"2201673",26
"2201674",23
"2201675",23
"2201676",25
"2201681",3
"2201682",5
"2201687",8
"2201692",27
"2201696",25
"2201697",5
"2201698",25
"2201699",5
"2201707",9
"2201711",11
"2201718",23
"2201719",23
"2201721",9
"2201722",23
"2201725",9
"2201728",24
"2201729",24
"2201730",23
"2201735",26
"2201738",14
"2201739",15
"2201742",12
"2201745",25
"2201750",5
"2201753",24
"2201754",24
"2201757",4
"2201761",10
"2201762",23
"2201764",23
"2201767",3
"2201773",23
"2201776",23
"2201785",19
"2201794",8
"2201799",23
"2201805",23
"2201807",9
"2201808",9
"2201813",22
"2201814",8
"2201826",22
"2201828",26
"2201829",3
"2201830",24
"2201835",3
"2201848",24
"2201854",24
"2201855",3
"2201860",8
"2201861",24
"2201863",24
"2201865",23
"2201869",3
"2201879",1
"2201881",23
"2201893",23
"2201895",3
"2201903",9
"2201914",9
"2201915",1
"2201920",3
"2201925",24
"2201940",24
"2201943",25
"2201945",3
"2201949",3
"2201954",9
"2201967",26
"2201968",36
"2201969",12
"2201976",9
"2201983",28
"2201986",26
"2201988",3
"2201990",23
"2201991",23
"2201992",24
"2201995",36
"2201996",32
"2202004",28
"2202005",23
"2202011",24
"2202019",23
"2202021",9
"2202029",23
"2202033",22
"2202035",24
"2202042",9
"2202044",4
"2202051",3
"2202055",25
"2202058",10
"2202061",23
"2202065",27
"2202075",19
"2202077",28
"2202089",23
"2202098",23
"2202104",23
"2202106",2
"2202126",9
"2202127",9
"2202143",24
"2202147",23
"2202216",23
"2202220",3
"220475",10
"220905a",28
"2300001",25
"2300002",9
"2300004",26
"2300005",26
"2300006",13
"2300009",23
"2300011",35
"2300012",25
"2300015",35
"2300020",14
"2300024",36
"2300027",9
"2300037",24
"2300053",25
"2300054",13
"2300055",25
"2300062",24
"2300074",35
"2300082",1
"2300083",5
"2300084",23
"2300099",9
"2300106",3
"2300114",24
"2300115",2
"2300120",23
"2300121",4
"2300125",3
"2300126",3
"2300137",3
"2300141",23
"2300143",23
"2300149",23
"2300153",3
"2300155",24
"2300159",23
"2300225",24
"2300236",3
"2300237",9
"2300238",3
"2300316",6
"2300325",9
"2300334",23
"2300338",24
"2300343",3
"2300349",23
"2300375",8
"2300396",24
"2300400",35
"2300401",3
"2300404",3
"2300414",2
"2300415",3
"2300417",23
"2300422",24
"2300430",9
"2300432",24
"2300444",24
"2300446",23
"2300458",7
"2300461",36
"2300462",7
"2300465",24
"2300473",11
"2300486",23
"2300488",30
"2300492",23
"2300496",23
"2300503",8
"2300504",24
"2300516",24
"2300517",25
"2300542",3
"2300559",25
"2300631",27
"2300685",23
"2300714",3
"230512A",23
"230517a",8
"230517b",8
"230517c",3
